Counter,Accession,Description,Sum(Coverage),Sum(# Proteins),Sum(# Unique Peptides),Sum(# Peptides),Sum(# PSMs),# Peptides A2,# Peptides B2,# Peptides C2,# PSM A2,# PSM B2,# PSM C2,Coverage A2,Coverage B2,Coverage C2,Score A2,Score B2,Score C2,# AAs,MW [kDa],calc. pI
1,P55060,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3 - [XPO2_HUMAN],4.53%,1,5,5,11,4,3,3,5,3,3,3.60%,3.60%,3.60%,0,0,0,971,110.3,5.77
1,Q9HAV4,Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1 - [XPO5_HUMAN],1.91%,1,2,2,2,1,1,,1,1,,0.83%,1.08%,,0,0,,1204,136.2,5.8
1,Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1 - [ESYT1_HUMAN],0.91%,1,1,1,1,,1,,,1,,,0.91%,,,0,,1104,122.8,5.83
1,P15311,Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4 - [EZRI_HUMAN],2.05%,1,1,1,2,,1,1,,1,1,,2.05%,2.05%,,0,0,586,69.4,6.27
1,P47756,F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4 - [CAPZB_HUMAN],4.33%,1,1,1,1,,1,,,1,,,4.33%,,,0,,277,31.3,5.59
1,Q9NXK8,F-box/LRR-repeat protein 12 OS=Homo sapiens GN=FBXL12 PE=1 SV=1 - [FXL12_HUMAN],3.07%,1,1,1,1,,,1,,,1,,,3.07%,,,0,326,37,8.79
1,Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1 - [SP16H_HUMAN],0.76%,1,1,1,1,,,1,,,1,,,0.76%,,,0,1047,119.8,5.66
1,P23610,Factor VIII intron 22 protein OS=Homo sapiens GN=F8A1 PE=1 SV=2 - [F8I2_HUMAN],3.50%,1,1,1,1,,1,,,1,,,3.50%,,,0,,371,39.1,6.84
1,Q9HB96,Fanconi anemia group E protein OS=Homo sapiens GN=FANCE PE=1 SV=1 - [FANCE_HUMAN],1.87%,1,1,1,1,,,1,,,1,,,1.87%,,,0,536,58.7,5.24
1,Q9NVI1,Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4 - [FANCI_HUMAN],1.66%,1,2,2,8,1,2,2,2,3,3,0.83%,1.66%,1.66%,0,0,0,1328,149.2,6.74
1,Q92945,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4 - [FUBP2_HUMAN],3.94%,1,2,2,3,,1,2,,1,2,,1.27%,3.94%,,0,0,711,73.1,7.3
1,Q9UNN5,FAS-associated factor 1 OS=Homo sapiens GN=FAF1 PE=1 SV=2 - [FAF1_HUMAN],2.62%,1,1,1,2,1,,1,1,,1,2.62%,,2.62%,0,,0,650,73.9,4.88
1,O95864,Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1 - [FADS2_HUMAN],2.03%,1,1,1,1,,,1,,,1,,,2.03%,,,0,444,52.2,8.82
1,P49327,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3 - [FAS_HUMAN],4.54%,1,7,7,12,2,4,5,2,5,5,1.23%,2.63%,3.66%,0,2.15,0,2511,273.3,6.44
1,P15090,"Fatty acid-binding protein, adipocyte OS=Homo sapiens GN=FABP4 PE=1 SV=3 - [FABP4_HUMAN]",15.91%,1,1,1,1,,,1,,,1,,,15.91%,,,0,132,14.7,7.14
1,Q9Y5Y0,Feline leukemia virus subgroup C receptor-related protein 1 OS=Homo sapiens GN=FLVCR1 PE=1 SV=1 - [FLVC1_HUMAN],4.68%,1,1,1,1,,,1,,,1,,,4.68%,,,0,555,59.8,5.97
1,Q9P2Q2,FERM domain-containing protein 4A OS=Homo sapiens GN=FRMD4A PE=1 SV=3 - [FRM4A_HUMAN],2.50%,1,1,1,1,,1,,,1,,,2.50%,,,0,,1039,115.4,8.87
1,P21333,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4 - [FLNA_HUMAN],2.23%,1,4,4,4,,1,3,,1,3,,0.60%,1.62%,,0,0,2647,280.6,6.06
1,O75955,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3 - [FLOT1_HUMAN],4.45%,1,1,1,1,,,1,,,1,,,4.45%,,,0,427,47.3,7.49
1,P41440,Folate transporter 1 OS=Homo sapiens GN=SLC19A1 PE=1 SV=3 - [S19A1_HUMAN],5.08%,1,2,2,8,1,1,2,1,3,4,2.71%,2.71%,5.08%,0,0,0,591,64.8,8.95
1,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],13.19%,1,3,3,8,1,2,2,3,3,2,4.12%,9.07%,8.24%,0,0,0,364,39.4,8.09
1,P07954,"Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3 - [FUMH_HUMAN]",4.51%,1,1,1,1,,,1,,,1,,,4.51%,,,0,510,54.6,8.76
1,Q96I76,G patch domain-containing protein 3 OS=Homo sapiens GN=GPATCH3 PE=2 SV=1 - [GPTC3_HUMAN],1.33%,1,1,1,1,,,1,,,1,,,1.33%,,,0,525,59.3,5.01
1,Q8WXG9,G-protein coupled receptor 98 OS=Homo sapiens GN=GPR98 PE=1 SV=2 - [GPR98_HUMAN],0.43%,1,1,1,1,,1,,,1,,,0.43%,,,0,,6306,692.6,4.64
1,Q12849,G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3 - [GRSF1_HUMAN],4.58%,1,1,1,3,1,1,1,1,1,1,4.58%,4.58%,4.58%,0,0,0,480,53.1,6.19
1,P17931,Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5 - [LEG3_HUMAN],6.00%,1,1,1,1,,,1,,,1,,,6.00%,,,0,250,26.1,8.56
1,P17302,Gap junction alpha-1 protein OS=Homo sapiens GN=GJA1 PE=1 SV=2 - [CXA1_HUMAN],5.50%,1,1,1,1,,1,,,1,,,5.50%,,,0,,382,43,8.76
1,Q8WUU5,GATA zinc finger domain-containing protein 1 OS=Homo sapiens GN=GATAD1 PE=1 SV=1 - [GATD1_HUMAN],17.10%,1,1,1,1,1,,,1,,,17.10%,,,0,,,269,28.7,9.41
1,Q8TEQ6,Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3 - [GEMI5_HUMAN],0.46%,1,1,1,1,,1,,,1,,,0.46%,,,0,,1508,168.5,6.62
1,Q9Y5Q9,General transcription factor 3C polypeptide 3 OS=Homo sapiens GN=GTF3C3 PE=1 SV=1 - [TF3C3_HUMAN],2.37%,1,2,2,2,,2,,,2,,,2.37%,,,0,,886,101.2,5.07
1,P11413,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4 - [G6PD_HUMAN],1.94%,1,1,1,6,1,1,1,2,1,3,1.94%,1.94%,1.94%,0,0,0,515,59.2,6.84
1,P06744,Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4 - [G6PI_HUMAN],19.18%,1,8,8,16,3,8,2,3,10,3,8.60%,19.18%,4.84%,0,0,0,558,63.1,8.32
1,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A OS=Homo sapiens GN=GRIN3A PE=1 SV=2 - [NMD3A_HUMAN]",1.97%,1,1,1,1,,,1,,,1,,,1.97%,,,0,1115,125.4,7.59
1,Q9Y3R0,Glutamate receptor-interacting protein 1 OS=Homo sapiens GN=GRIP1 PE=1 SV=3 - [GRIP1_HUMAN],1.60%,1,1,1,1,1,,,1,,,1.60%,,,0,,,1128,122.3,6.47
1,P48507,Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1 - [GSH0_HUMAN],5.11%,1,1,1,2,1,,1,1,,1,5.11%,,5.11%,0,,0,274,30.7,6.02
1,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3 - [GFPT1_HUMAN],1.43%,1,1,1,2,,,1,,,2,,,1.43%,,,0,699,78.8,7.11
1,P47897,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1 - [SYQ_HUMAN],4.39%,1,2,2,3,1,1,1,1,1,1,3.23%,1.16%,1.16%,0,0,0,775,87.7,7.15
1,P0CG29,Glutathione S-transferase theta-2 OS=Homo sapiens GN=GSTT2 PE=1 SV=1 - [GST2_HUMAN],4.92%,2,1,1,1,,,1,,,1,,,4.92%,,,0,244,27.5,7.02
1,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],37.31%,1,8,8,14,5,3,1,8,5,1,27.16%,14.93%,2.39%,0,0,0,335,36,8.46
1,P32189,Glycerol kinase OS=Homo sapiens GN=GK PE=1 SV=3 - [GLPK_HUMAN],8.77%,2,3,3,4,,,3,,,4,,,8.77%,,,2.06,559,61.2,6.54
1,P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 - [SYG_HUMAN],3.25%,1,2,2,2,,2,,,2,,,3.25%,,,0,,739,83.1,7.03
1,P35573,Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3 - [GDE_HUMAN],2.15%,1,2,2,2,,,2,,,2,,,2.15%,,,0,1532,174.7,6.76
1,P06737,"Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL PE=1 SV=4 - [PYGL_HUMAN]",1.89%,1,1,1,1,,,1,,,1,,,1.89%,,,0,847,97.1,7.17
1,P49915,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1 - [GUAA_HUMAN],5.05%,1,3,3,4,2,1,,3,1,,3.46%,1.59%,,0,0,,693,76.7,6.87
1,Q92896,Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2 - [GSLG1_HUMAN],1.44%,1,2,2,3,,2,1,,2,1,,1.44%,0.85%,,0,0,1179,134.5,6.9
1,Q9H3P7,Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4 - [GCP60_HUMAN],2.84%,1,1,1,1,,,1,,,1,,,2.84%,,,0,528,60.6,5.06
1,Q7Z5G4,Golgin subfamily A member 7 OS=Homo sapiens GN=GOLGA7 PE=1 SV=2 - [GOGA7_HUMAN],29.93%,1,3,3,3,2,1,,2,1,,19.71%,10.22%,,0,0,,137,15.8,7.05
1,P28799,Granulins OS=Homo sapiens GN=GRN PE=1 SV=2 - [GRN_HUMAN],1.35%,1,1,1,1,1,,,1,,,1.35%,,,0,,,593,63.5,6.83
1,Q9C091,GREB1-like protein OS=Homo sapiens GN=GREB1L PE=2 SV=2 - [GRB1L_HUMAN],0.57%,2,1,1,1,,,1,,,1,,,0.57%,,,0,1923,214.2,6.62
1,P62826,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3 - [RAN_HUMAN],27.31%,1,4,4,6,1,4,,2,4,,6.48%,27.31%,,0,0,,216,24.4,7.49
1,A4D1E9,GTP-binding protein 10 OS=Homo sapiens GN=GTPBP10 PE=1 SV=1 - [GTPBA_HUMAN],2.58%,1,1,1,2,1,,1,1,,1,2.58%,,2.58%,0,,0,387,42.9,9.03
1,Q9NR31,GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1 - [SAR1A_HUMAN],10.10%,1,1,1,1,,,1,,,1,,,10.10%,,,0,198,22.4,6.68
1,Q9Y6B6,GTP-binding protein SAR1b OS=Homo sapiens GN=SAR1B PE=1 SV=1 - [SAR1B_HUMAN],10.10%,1,1,1,1,,1,,,1,,,10.10%,,,0,,198,22.4,6.11
1,P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3 - [GBB2_HUMAN],5.88%,1,1,1,1,,,1,,,1,,,5.88%,,,0,340,37.3,6
1,P38405,Guanine nucleotide-binding protein G(olf) subunit alpha OS=Homo sapiens GN=GNAL PE=1 SV=1 - [GNAL_HUMAN],16.80%,10,3,3,3,1,2,,1,2,,8.14%,8.66%,,0,0,,381,44.3,6.65
1,P29992,Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2 - [GNA11_HUMAN],5.57%,2,1,1,2,,1,1,,1,1,,5.57%,5.57%,,0,0,359,42.1,5.69
1,Q9BVP2,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2 - [GNL3_HUMAN],1.46%,1,1,1,1,,1,,,1,,,1.46%,,,0,,549,62,9.16
1,Q96HR8,H/ACA ribonucleoprotein complex non-core subunit NAF1 OS=Homo sapiens GN=NAF1 PE=1 SV=2 - [NAF1_HUMAN],3.24%,1,1,1,1,,1,,,1,,,3.24%,,,0,,494,53.7,4.87
1,O60832,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3 - [DKC1_HUMAN],2.53%,1,1,1,1,,1,,,1,,,2.53%,,,0,,514,57.6,9.42
1,Q68CZ6,HAUS augmin-like complex subunit 3 OS=Homo sapiens GN=HAUS3 PE=1 SV=1 - [HAUS3_HUMAN],1.99%,1,1,1,1,,,1,,,1,,,1.99%,,,0,603,69.6,5.55
1,Q9Y450,HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1 - [HBS1L_HUMAN],2.49%,1,1,1,4,1,,1,1,,3,2.49%,,2.49%,0,,0,684,75.4,6.61
1,Q9H583,HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3 - [HEAT1_HUMAN],0.37%,1,1,1,3,1,1,1,1,1,1,0.37%,0.37%,0.37%,0,0,0,2144,242.2,6.54
1,P0DMV8,Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1 - [HS71A_HUMAN],33.07%,4,16,20,54,9,10,14,16,17,21,21.06%,22.15%,22.78%,2.06,3.85,0,641,70,5.66
1,P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4 - [HSP74_HUMAN],1.90%,1,1,1,1,,1,,,1,,,1.90%,,,0,,840,94.3,5.19
1,P11142,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1 - [HSP7C_HUMAN],34.52%,2,14,18,61,9,8,13,23,17,21,19.81%,16.41%,25.70%,6.94,0,0,646,70.9,5.52
1,Q12931,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3 - [TRAP1_HUMAN]",4.55%,1,2,3,4,,1,3,,1,3,,1.99%,4.55%,,0,0,704,80.1,8.21
1,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],19.81%,5,6,12,25,5,6,9,6,6,13,7.79%,11.75%,14.89%,0,0,0,732,84.6,5.02
1,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4 - [HS90B_HUMAN],15.19%,5,4,10,28,4,5,8,6,8,14,7.18%,9.25%,11.88%,0,0,0,724,83.2,5.03
1,Q9H910,Hematological and neurological expressed 1-like protein OS=Homo sapiens GN=HN1L PE=1 SV=1 - [HN1L_HUMAN],7.37%,1,1,1,1,,1,,,1,,,7.37%,,,0,,190,20.1,9.26
1,Q14CZ8,Hepatocyte cell adhesion molecule OS=Homo sapiens GN=HEPACAM PE=1 SV=1 - [HECAM_HUMAN],2.40%,1,1,1,1,,,1,,,1,,,2.40%,,,0,416,46,9.11
1,P08581,Hepatocyte growth factor receptor OS=Homo sapiens GN=MET PE=1 SV=4 - [MET_HUMAN],0.79%,1,1,1,2,,,1,,,2,,,0.79%,,,0,1390,155.4,7.33
1,O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens GN=HGS PE=1 SV=1 - [HGS_HUMAN],5.79%,1,3,3,9,2,1,2,4,1,4,5.02%,1.67%,2.45%,0,0,0,777,86.1,6.16
1,Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1 - [HP1B3_HUMAN],1.99%,1,1,1,1,,,1,,,1,,,1.99%,,,0,553,61.2,9.67
1,Q99729,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2 - [ROAA_HUMAN],11.45%,1,3,3,4,,1,3,,1,3,,2.41%,11.45%,,0,0,332,36.2,8.21
1,Q13151,Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1 - [ROA0_HUMAN],4.92%,1,1,1,2,,1,1,,1,1,,4.92%,4.92%,,0,0,305,30.8,9.29
1,P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5 - [ROA1_HUMAN],13.17%,2,3,3,14,1,3,2,5,6,3,4.30%,13.17%,9.14%,0,0,0,372,38.7,9.13
1,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2 - [ROA3_HUMAN],5.82%,1,1,1,1,,,1,,,1,,,5.82%,,,0,378,39.6,9.01
1,Q14103,Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1 - [HNRPD_HUMAN],5.92%,2,2,2,3,1,2,,1,2,,2.25%,5.92%,,0,0,,355,38.4,7.81
1,P52597,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3 - [HNRPF_HUMAN],6.75%,1,2,2,2,,1,1,,1,1,,2.89%,3.86%,,0,0,415,45.6,5.58
1,P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2 - [HNRH3_HUMAN],5.78%,1,1,1,3,1,1,1,1,1,1,5.78%,5.78%,5.78%,0,0,0,346,36.9,6.87
1,P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1 - [HNRPK_HUMAN],14.69%,1,5,5,8,2,2,3,2,3,3,6.91%,6.05%,8.64%,0,0,0,463,50.9,5.54
1,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2 - [HNRPL_HUMAN],11.88%,1,3,3,3,,,3,,,3,,,11.88%,,,0,589,64.1,8.22
1,P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3 - [HNRPM_HUMAN],4.66%,1,2,2,4,,1,2,,1,3,,3.15%,4.66%,,0,0,730,77.5,8.7
1,O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1 - [HNRPR_HUMAN],7.58%,2,4,4,9,1,2,4,1,2,6,1.90%,4.11%,7.58%,0,0,0,633,70.9,8.13
1,Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6 - [HNRPU_HUMAN],8.97%,1,7,7,9,2,3,3,3,3,3,3.64%,4.24%,4.36%,0,0,0,825,90.5,6
1,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2 - [HNRL1_HUMAN],1.75%,1,1,1,2,,,1,,,2,,,1.75%,,,0,856,95.7,6.92
1,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2 - [ROA2_HUMAN],17.85%,1,4,4,5,2,,2,3,,2,11.33%,,6.52%,0,,0,353,37.4,8.95
1,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4 - [HNRPC_HUMAN],7.19%,1,2,2,4,1,1,2,1,1,2,3.59%,3.59%,7.19%,0,0,0,306,33.6,5.08
1,P52789,Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2 - [HXK2_HUMAN],1.96%,1,1,1,2,,1,1,,1,1,,1.96%,1.96%,,0,0,917,102.3,6.05
1,P09429,High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3 - [HMGB1_HUMAN],13.02%,3,2,2,5,,1,2,,2,3,,7.44%,13.02%,,0,0,215,24.9,5.74
1,O15347,High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4 - [HMGB3_HUMAN],6.00%,1,1,1,1,,,1,,,1,,,6.00%,,,0,200,23,8.37
1,P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2 - [HINT1_HUMAN],19.05%,1,1,1,1,,,1,,,1,,,19.05%,,,0,126,13.8,6.95
1,O14929,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1 - [HAT1_HUMAN],2.63%,1,1,1,2,,1,1,,1,1,,2.63%,2.63%,,0,0,419,49.5,5.69
1,Q92769,Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2 - [HDAC2_HUMAN],7.17%,1,2,2,4,2,1,1,2,1,1,7.17%,3.48%,3.48%,0,0,0,488,55.3,5.91
1,O00422,Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1 - [SAP18_HUMAN],13.73%,1,2,2,4,1,1,2,1,1,2,9.15%,4.58%,13.73%,0,0,0,153,17.5,9.35
1,P16403,Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2 - [H12_HUMAN],20.66%,5,8,8,26,4,6,4,7,14,5,15.96%,16.43%,20.19%,0,2.65,4.13,213,21.4,10.93
1,Q5VVJ2,Histone H2A deubiquitinase MYSM1 OS=Homo sapiens GN=MYSM1 PE=1 SV=1 - [MYSM1_HUMAN],1.69%,1,1,1,3,1,1,,1,2,,1.69%,1.69%,,0,0,,828,95,5.53
1,P04908,Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2 - [H2A1B_HUMAN],40.77%,5,2,6,224,5,5,5,89,62,73,32.31%,32.31%,40.77%,1.97,1.68,0,130,14.1,11.05
1,Q8IUE6,Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3 - [H2A2B_HUMAN],30.77%,1,3,4,67,2,3,4,26,17,24,25.38%,30.77%,30.77%,4.34,5.08,4.24,130,14,10.89
1,Q16777,Histone H2A type 2-C OS=Homo sapiens GN=HIST2H2AC PE=1 SV=4 - [H2A2C_HUMAN],40.31%,3,1,6,238,6,5,4,107,66,65,40.31%,31.78%,31.78%,1.97,4.25,0,129,14,10.9
1,Q9BTM1,Histone H2A.J OS=Homo sapiens GN=H2AFJ PE=1 SV=1 - [H2AJ_HUMAN],40.31%,3,1,6,181,5,5,3,69,55,57,36.43%,31.78%,27.91%,1.97,1.68,0,129,14,10.9
1,P06899,Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3 - [H2B1J_HUMAN],43.65%,8,1,6,17,3,4,2,3,9,5,24.60%,41.27%,25.40%,0,0,0,126,13.9,10.32
1,O60814,Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3 - [H2B1K_HUMAN],44.44%,10,2,7,20,4,4,4,4,9,7,31.75%,41.27%,33.33%,0,0,0,126,13.9,10.32
1,P68431,Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2 - [H31_HUMAN],30.15%,5,6,6,13,3,4,4,3,5,5,8.09%,12.50%,25.00%,0,0,0,136,15.4,11.12
1,P62805,Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],53.40%,1,8,8,50,5,5,7,16,17,17,34.95%,34.95%,53.40%,2.06,0,0,103,11.4,11.36
1,Q9NWY4,Histone PARylation factor 1 OS=Homo sapiens GN=HPF1 PE=1 SV=2 - [HPF1_HUMAN],2.60%,1,1,1,1,,,1,,,1,,,2.60%,,,0,346,39.4,6.8
1,P04439,"HLA class I histocompatibility antigen, A-3 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2 - [1A03_HUMAN]",7.12%,5,1,1,1,,1,,,1,,,7.12%,,,0,,365,40.8,6
1,Q9H2Z4,Homeobox protein Nkx-2.4 OS=Homo sapiens GN=NKX2-4 PE=3 SV=3 - [NKX24_HUMAN],4.24%,1,1,1,1,1,,,1,,,4.24%,,,0,,,354,36.2,9.58
1,P55347,Homeobox protein PKNOX1 OS=Homo sapiens GN=PKNOX1 PE=1 SV=3 - [PKNX1_HUMAN],3.21%,2,1,1,1,,,1,,,1,,,3.21%,,,0,436,47.6,4.91
1,P00492,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2 - [HPRT_HUMAN],9.17%,1,2,2,4,,2,2,,2,2,,9.17%,9.17%,,0,0,218,24.6,6.68
1,P52292,Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1 - [IMA1_HUMAN],10.21%,1,4,4,4,,2,2,,2,2,,5.10%,5.10%,,0,0,529,57.8,5.4
1,Q14974,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2 - [IMB1_HUMAN],1.83%,1,1,1,2,1,1,,1,1,,1.83%,1.83%,,0,0,,876,97.1,4.78
1,Q8TEX9,Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2 - [IPO4_HUMAN],1.02%,1,1,1,4,,1,1,,2,2,,1.02%,1.02%,,0,0,1081,118.6,4.96
1,O00410,Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4 - [IPO5_HUMAN],2.19%,1,2,2,4,,1,1,,2,2,,0.82%,1.37%,,0,0,1097,123.5,4.94
1,O95373,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1 - [IPO7_HUMAN],3.37%,1,2,2,3,,,2,,,3,,,3.37%,,,0,1038,119.4,4.82
1,P54315,Inactive pancreatic lipase-related protein 1 OS=Homo sapiens GN=PNLIPRP1 PE=1 SV=1 - [LIPR1_HUMAN],3.21%,1,1,1,1,,,1,,,1,,,3.21%,,,0,467,51.8,5.73
1,Q9NXR8,Inhibitor of growth protein 3 OS=Homo sapiens GN=ING3 PE=1 SV=2 - [ING3_HUMAN],5.02%,1,1,1,1,,,1,,,1,,,5.02%,,,0,418,46.7,6.27
1,P20839,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens GN=IMPDH1 PE=1 SV=2 - [IMDH1_HUMAN],2.53%,1,1,1,1,,,1,,,1,,,2.53%,,,0,514,55.4,6.9
1,Q14643,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1 PE=1 SV=3 - [ITPR1_HUMAN]",0.40%,1,1,1,4,1,1,1,1,2,1,0.40%,0.40%,0.40%,0,0,0,2758,313.7,6.04
1,Q14571,"Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens GN=ITPR2 PE=1 SV=2 - [ITPR2_HUMAN]",0.41%,1,1,1,6,1,1,,3,3,,0.41%,0.41%,,0,0,,2701,307.9,6.43
1,P06213,Insulin receptor OS=Homo sapiens GN=INSR PE=1 SV=4 - [INSR_HUMAN],0.94%,1,1,1,1,,,1,,,1,,,0.94%,,,0,1382,156.2,6.2
1,Q9Y4H2,Insulin receptor substrate 2 OS=Homo sapiens GN=IRS2 PE=1 SV=2 - [IRS2_HUMAN],1.20%,1,1,1,1,1,,,1,,,1.20%,,,0,,,1338,137.2,8.65
